序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
510,301289,国缆检测,51.55,0.0,0.0,4274.0,22020817.0,0.95,51.79,51.3,51.35,51.55,0.83,0.55,47.41,4.16,4020900000.0,3997810755.0,0.02,0.04,7.24,6.4
511,300159,*ST新研,3.37,0.0,0.0,314669.0,106958640.47,3.26,3.45,3.34,3.35,3.37,1.26,2.14,-26.37,-15.78,5040326761.0,4960098114.0,0.0,0.0,62.02,22.1
512,300640,德艺文创,6.79,0.0,0.0,68707.0,46445521.0,1.77,6.83,6.71,6.78,6.79,1.08,3.11,134.38,2.63,2111645369.0,1498886593.0,0.15,0.0,13.17,20.82
513,301198,喜悦智行,12.1,0.0,0.0,20484.0,24651686.8,2.15,12.16,11.9,12.16,12.1,1.15,1.32,-179.23,2.23,2044900000.0,1882207756.0,0.08,0.08,16.35,10.81
514,300422,博世科,5.31,0.0,0.0,52099.0,27521292.0,1.69,5.34,5.25,5.29,5.31,0.84,1.01,-67.9,2.17,2834904866.0,2742829269.0,0.0,0.38,21.79,22.07
515,301272,英华特,39.6,0.0,0.0,4189.0,16554041.0,1.21,39.78,39.3,39.4,39.6,0.71,1.34,-287.04,2.34,2316691080.0,1240608600.0,0.1,0.0,10.12,16.78
516,300234,开尔新材,5.52,0.0,0.0,47858.0,26298353.2,1.45,5.54,5.46,5.52,5.52,0.82,1.39,53.31,2.42,2777504417.0,1898808483.0,-0.18,0.0,16.21,18.45
517,300407,凯发电气,11.19,0.0,0.0,24177.0,26951283.0,1.16,11.21,11.08,11.13,11.19,0.68,0.99,379.67,1.99,3560663517.0,2733270228.0,-0.09,0.0,12.46,11.12
518,300172,中电环保,5.6,0.0,0.0,116759.0,65576514.65,0.89,5.64,5.59,5.61,5.6,1.15,2.23,35.13,1.99,3789576000.0,2931669367.0,-0.18,-0.18,12.9,12.0
519,300427,红相股份,7.06,0.0,0.0,145703.0,102598927.57,2.83,7.14,6.94,7.05,7.06,0.77,2.94,57.98,2.92,3590153304.0,3493336926.0,0.14,0.0,20.07,19.66
520,300845,捷安高科,11.84,0.0,0.0,75798.0,89188564.54,2.87,11.97,11.63,11.95,11.84,0.85,5.26,-89.32,3.09,2427824051.0,1705206686.0,0.08,0.17,3.59,32.59
521,300375,鹏翎股份,5.16,0.0,0.0,91100.0,46879817.0,0.97,5.17,5.12,5.16,5.16,1.05,1.8,42.06,1.73,3897754701.0,2606412621.0,0.19,0.19,6.17,12.91
522,300096,ST易联众,3.97,0.0,0.0,43169.0,17078802.0,2.02,4.0,3.92,3.96,3.97,1.0,1.0,-16.25,5.99,1707100000.0,1707100000.0,0.0,0.0,-5.92,25.24
523,300864,南大环境,21.2,0.0,0.0,8139.0,17265616.6,1.98,21.48,21.06,21.19,21.2,1.19,0.52,18.67,2.69,3344529787.0,3344529787.0,0.0,0.14,9.62,5.37
524,300197,节能铁汉,2.18,0.0,0.0,213228.0,46683776.51,1.83,2.21,2.17,2.18,2.18,1.18,0.72,-10.46,3.99,6464349814.0,6464186314.0,-0.46,-0.46,14.14,-5.63
525,300756,金马游乐,28.87,-0.03,-0.01,13297.0,38301199.4,1.25,28.96,28.6,28.75,28.88,0.59,1.01,-1712.12,3.31,4549859341.0,3788620291.0,0.1,0.1,28.88,94.54
526,300972,万辰集团,159.96,-0.03,-0.05,18783.0,299927083.91,5.01,164.01,156.0,162.9,160.01,1.46,1.15,34.92,22.23,30010905318.0,26144413782.0,0.32,0.31,2.65,100.43
527,301360,荣旗科技,53.52,-0.04,-0.02,8831.0,47077407.0,1.85,53.99,53.0,53.54,53.54,1.66,3.18,-96.52,2.5,2854756800.0,1487856000.0,0.15,0.13,16.68,0.39
528,301192,泰祥股份,27.14,-0.04,-0.01,5955.0,16238551.52,2.58,27.68,26.98,27.34,27.15,0.93,1.24,82.28,4.72,2711286000.0,1299157875.0,-0.04,0.11,42.62,58.16
529,300711,广哈通信,23.69,-0.04,-0.01,72469.0,171645816.56,3.25,24.12,23.35,23.58,23.7,1.52,2.92,163.66,8.27,5902851656.0,5885230987.0,-0.17,0.13,7.19,3.22
530,301379,天山电子,25.3,-0.04,-0.01,19381.0,48706247.88,1.62,25.36,24.95,25.22,25.31,0.84,1.53,34.77,3.75,4998592852.0,3204560997.0,-0.16,-0.08,20.94,77.92
531,300294,博雅生物,26.99,-0.04,-0.01,34812.0,93417860.36,1.11,27.0,26.7,26.97,27.0,1.02,0.69,24.39,1.8,13609673439.0,13609673439.0,0.26,0.33,1.58,-10.39
532,301356,天振股份,18.31,-0.05,-0.01,5831.0,10677120.44,1.69,18.49,18.18,18.46,18.32,0.83,1.06,35.99,1.33,3954960000.0,1003571100.0,0.0,0.11,8.66,16.18
533,300065,海兰信,18.22,-0.05,-0.01,356043.0,652706820.77,2.41,18.55,18.11,18.15,18.23,1.14,5.43,94.3,7.53,13127409845.0,11949525234.0,0.28,0.28,16.27,122.2
534,300298,三诺生物,21.0,-0.05,-0.01,79622.0,166729104.76,1.86,21.14,20.75,21.08,21.01,1.51,1.76,40.79,3.69,11765587848.0,9477289080.0,0.0,0.19,-1.82,-17.94
535,300073,当升科技,41.77,-0.05,-0.02,50703.0,211434231.47,1.77,42.04,41.3,41.83,41.79,1.07,1.0,51.38,1.6,22735146512.0,21134421702.0,0.1,0.12,6.18,4.22
536,301246,宏源药业,15.7,-0.06,-0.01,39894.0,62616174.12,1.59,15.83,15.58,15.71,15.71,0.84,2.48,176.68,1.45,6280106760.0,2526861620.0,0.13,0.19,17.51,16.3
537,300480,光力科技,16.87,-0.06,-0.01,150675.0,257888604.2,4.92,17.56,16.73,17.16,16.88,2.17,6.08,83.37,4.65,5952235386.0,4179401872.0,0.12,0.06,28.48,30.78
538,301512,智信精密,46.49,-0.06,-0.03,9810.0,45455869.4,1.93,46.88,45.98,45.98,46.52,1.13,3.95,-29.07,2.42,2479469766.0,1153574966.0,0.11,0.06,20.16,20.97
539,301093,华兰股份,26.76,-0.07,-0.02,14452.0,38592725.86,1.68,26.95,26.5,26.68,26.78,0.97,0.92,59.77,1.96,4394035458.0,4199553599.0,0.0,-0.04,25.16,47.44
540,300959,线上线下,45.37,-0.07,-0.03,9413.0,42493787.0,1.3,45.5,44.91,45.42,45.4,0.73,1.8,88.5,3.22,3646287086.0,2375356286.0,0.44,0.55,14.95,3.51
541,300615,欣天科技,15.22,-0.07,-0.01,42281.0,64201216.4,1.71,15.3,15.04,15.2,15.23,0.66,3.38,-194.53,5.71,2940948424.0,1906341909.0,0.0,0.07,24.65,33.04
542,300614,百川畅银,14.8,-0.07,-0.01,9060.0,13342425.0,1.96,14.9,14.61,14.9,14.81,0.72,0.56,-50.84,2.15,2374445888.0,2374445888.0,0.0,-0.07,26.17,56.12
543,301037,保立佳,14.53,-0.07,-0.01,11242.0,16247962.52,2.27,14.64,14.31,14.55,14.54,0.88,1.65,-48.81,3.25,2020130398.0,988007816.0,0.21,0.14,19.49,40.93
544,301109,军信股份,14.11,-0.07,-0.01,18069.0,25461127.4,0.71,14.16,14.06,14.12,14.12,0.6,0.88,16.1,1.53,11134212881.0,2897288293.0,0.0,0.0,1.07,25.2
545,300694,蠡湖股份,13.25,-0.08,-0.01,22429.0,29660898.0,1.36,13.35,13.17,13.22,13.26,0.93,1.04,102.52,2.08,2852949945.0,2852949945.0,0.08,0.15,2.08,-16.51
546,300625,三雄极光,12.45,-0.08,-0.01,18078.0,22403217.0,2.25,12.57,12.29,12.46,12.46,0.9,1.11,-56.77,1.75,3477670950.0,2030905702.0,0.08,0.16,7.98,9.6
547,300002,神州泰岳,13.28,-0.08,-0.01,478626.0,634034704.81,3.24,13.47,13.04,13.32,13.29,0.74,2.63,27.36,3.69,26124068940.0,24203072054.0,0.0,0.08,23.31,15.58
548,300815,玉禾田,21.39,-0.09,-0.02,66290.0,142099989.76,1.59,21.59,21.25,21.35,21.41,0.89,1.71,13.22,2.06,8525882880.0,8274474060.0,-0.09,0.0,31.55,40.54
549,300320,海达股份,10.02,-0.1,-0.01,32049.0,32007564.0,1.4,10.07,9.93,10.0,10.03,0.87,0.66,28.61,2.55,6024366594.0,4867593255.0,0.1,0.0,-4.93,4.59
550,300118,东方日升,10.29,-0.1,-0.01,158820.0,164386986.6,2.23,10.47,10.24,10.28,10.3,1.12,1.71,-10.99,1.05,11730742650.0,9537040363.0,-0.19,-0.1,0.68,-14.11
551,301366,一博科技,39.54,-0.1,-0.04,23241.0,91517326.8,1.36,39.7,39.16,39.54,39.58,0.87,3.05,-308.37,3.93,8285061388.0,3016482362.0,-0.03,0.15,19.53,28.42
552,300904,威力传动,58.19,-0.1,-0.06,10901.0,63234336.0,2.63,58.94,57.41,58.01,58.25,0.71,4.96,-60.02,5.72,4211980270.0,1279204270.0,0.43,0.5,-3.82,-3.29
553,301298,东利机械,17.84,-0.11,-0.02,14765.0,26235750.5,1.46,17.9,17.64,17.86,17.86,0.73,1.36,29.1,2.93,2618912000.0,1930368137.0,-0.06,0.0,10.46,32.25
554,301087,可孚医疗,37.8,-0.11,-0.04,24678.0,93545279.86,3.57,38.55,37.2,37.66,37.84,1.34,1.27,21.61,1.7,7903677600.0,7342537356.0,0.0,-0.03,17.14,10.56
555,301282,金禄电子,26.27,-0.11,-0.03,29559.0,77150960.0,1.71,26.32,25.87,26.27,26.3,0.88,4.1,63.88,2.37,3970446959.0,1895018447.0,-0.11,0.0,26.0,26.0
556,301278,快可电子,35.61,-0.11,-0.04,6048.0,21518407.0,1.82,35.94,35.29,35.79,35.65,0.73,1.34,77.58,2.26,3197070892.0,1601839680.0,0.03,0.06,10.01,3.4
557,301223,中荣股份,17.5,-0.11,-0.02,6357.0,11092877.91,1.43,17.61,17.36,17.5,17.52,0.92,0.57,21.47,1.17,3379732300.0,1960263550.0,0.11,0.11,14.98,11.11
558,301577,美信科技,61.94,-0.11,-0.07,4931.0,30486088.0,1.84,62.46,61.32,62.0,62.01,0.9,2.62,96.66,3.62,2741464400.0,1167021141.0,-0.05,-0.05,17.44,6.24
559,300035,中科电气,16.68,-0.12,-0.02,96123.0,160325603.16,1.08,16.79,16.61,16.7,16.7,0.8,1.65,21.25,2.47,11432916872.0,9730301018.0,0.0,0.0,12.7,13.47
560,301559,中集环科,17.22,-0.12,-0.02,13052.0,22450412.4,0.93,17.29,17.13,17.16,17.24,0.61,1.45,115.43,2.31,10332000000.0,1549800000.0,0.0,-0.06,-6.21,15.49
561,301103,何氏眼科,23.26,-0.13,-0.03,16302.0,37800057.0,2.58,23.56,22.96,23.23,23.29,1.22,1.96,28.25,1.95,3675695715.0,1932676447.0,-0.09,-0.04,13.91,16.47
562,301358,湖南裕能,30.8,-0.13,-0.04,40836.0,125555183.06,1.13,30.96,30.61,30.86,30.84,0.87,1.06,62.11,2.01,23432723807.0,11892440683.0,-0.03,-0.03,3.04,-31.8
563,300068,南都电源,15.89,-0.13,-0.02,286175.0,452471771.42,1.95,16.0,15.69,15.86,15.91,0.79,3.36,-13.4,3.78,14269853344.0,13544484076.0,-0.06,0.32,7.22,-1.55
564,300999,金龙鱼,30.25,-0.13,-0.04,33377.0,101184397.0,0.76,30.44,30.21,30.28,30.29,1.04,0.62,41.78,1.74,164003143964.0,16415074684.0,0.0,-0.03,-3.6,-6.92
565,300125,*ST聆达,7.0,-0.14,-0.01,30270.0,21258821.0,1.71,7.09,6.97,6.99,7.01,1.15,1.14,-8.93,-2.92,1873199965.0,1857998856.0,0.0,-0.28,4.79,6.38
566,300698,万马科技,47.77,-0.15,-0.07,63965.0,304747456.0,3.24,48.45,46.9,47.05,47.84,1.22,5.4,319.43,13.14,6401180000.0,5662939697.0,0.08,-0.06,40.46,38.62
567,300692,中环环保,6.47,-0.15,-0.01,25376.0,16389710.0,1.23,6.51,6.43,6.5,6.48,0.87,0.68,33.22,1.28,2746564483.0,2428408217.0,0.15,0.0,7.3,14.92
568,300858,科拓生物,19.23,-0.16,-0.03,83179.0,160246936.4,3.58,19.67,18.98,19.21,19.26,0.52,4.39,62.31,2.86,5067011119.0,3645112920.0,0.21,0.21,31.35,35.14
569,300349,金卡智能,12.49,-0.16,-0.02,24026.0,29882423.0,1.2,12.54,12.39,12.49,12.51,0.65,0.65,29.89,1.22,5225031790.0,4624120379.0,0.16,0.16,8.23,-5.16
570,301636,泽润新能,56.17,-0.16,-0.09,5990.0,33688919.0,1.42,56.67,55.87,56.25,56.26,1.15,3.96,27.25,3.3,3587455618.0,850476317.0,0.16,0.23,69.9,69.9
571,301133,金钟股份,24.41,-0.16,-0.04,6982.0,16977318.0,1.47,24.54,24.18,24.29,24.45,0.99,0.72,59.59,2.61,2602669725.0,2351684762.0,-0.04,0.0,11.97,11.82
572,300385,雪浪环境,5.76,-0.17,-0.01,29527.0,16952671.76,1.39,5.79,5.71,5.79,5.77,0.79,1.02,-10.25,9.93,1918920568.0,1667480446.0,0.0,0.17,16.6,22.29
573,300239,东宝生物,5.9,-0.17,-0.01,81908.0,48186347.0,2.03,5.95,5.83,5.92,5.91,0.6,1.39,45.97,2.09,3502286805.0,3479594520.0,-0.17,-0.17,10.9,-5.45
574,300929,华骐环保,11.68,-0.17,-0.02,16141.0,18864701.2,2.39,11.85,11.57,11.67,11.7,0.81,1.27,239.18,1.91,1543312926.0,1480409118.0,0.09,0.0,23.08,41.23
575,301170,锡南科技,29.2,-0.17,-0.05,9626.0,27969022.0,1.98,29.37,28.79,29.17,29.25,1.03,2.87,27.98,1.71,2920000000.0,980402410.0,0.03,0.03,16.71,29.09
576,300568,星源材质,11.86,-0.17,-0.02,139633.0,165101305.1,1.43,11.93,11.76,11.79,11.88,0.91,1.15,85.25,1.62,15926818645.0,14396561295.0,-0.17,0.34,13.93,22.65
577,300828,锐新科技,17.9,-0.17,-0.03,12665.0,22585528.0,1.34,17.99,17.75,17.87,17.93,0.81,1.02,64.28,3.91,2978953800.0,2232813601.0,0.17,0.06,13.36,8.35
578,301458,钧崴电子,37.78,-0.18,-0.07,53121.0,200953494.7,2.46,38.29,37.36,37.56,37.85,0.81,8.23,73.19,6.42,10074667926.0,2438748718.0,0.0,0.16,20.86,270.39
579,300363,博腾股份,22.49,-0.18,-0.04,125273.0,279680488.0,2.17,22.63,22.14,22.53,22.53,0.95,2.5,-715.86,2.35,12267497055.0,11255132127.0,-0.09,0.09,49.34,42.61
580,300501,海顺新材,16.39,-0.18,-0.03,22088.0,36094178.0,1.71,16.5,16.22,16.4,16.42,0.73,1.76,45.93,2.04,3172086476.0,2052049110.0,0.12,0.0,8.9,25.21
581,300425,中建环能,5.5,-0.18,-0.01,31854.0,17472953.0,0.91,5.51,5.46,5.48,5.51,0.95,0.47,-395.13,1.6,3752236692.0,3733096120.0,0.0,0.0,5.97,-5.17
582,300210,森远股份,11.08,-0.18,-0.02,93437.0,102989729.43,1.62,11.14,10.96,11.09,11.1,1.65,1.93,161.82,13.01,5365157079.0,5359650973.0,0.09,0.36,14.11,8.2
583,300775,三角防务,28.0,-0.18,-0.05,92039.0,257519846.34,1.46,28.22,27.81,27.96,28.05,0.71,1.73,29.8,2.68,15331101800.0,14884112208.0,0.14,0.21,12.36,13.22
584,300900,广联航空,21.03,-0.19,-0.04,70940.0,149014643.04,1.76,21.19,20.82,20.95,21.07,0.95,3.22,34.0,4.86,6249062733.0,4632661708.0,0.05,0.05,-4.1,-4.41
585,300332,天壕能源,5.35,-0.19,-0.01,216522.0,116913860.2,2.61,5.48,5.34,5.4,5.36,1.22,2.61,18.73,1.1,4628373189.0,4438547967.0,0.0,0.0,16.05,-7.6
586,300536,农尚环境,10.25,-0.19,-0.02,57672.0,59005048.0,2.24,10.37,10.14,10.2,10.27,0.84,1.97,-114.57,5.81,3006203363.0,3005845710.0,0.29,0.29,3.74,78.88
587,300174,元力股份,15.28,-0.2,-0.03,24954.0,38020846.09,1.18,15.35,15.17,15.29,15.31,1.01,0.69,29.7,1.68,5565134301.0,5545756251.0,-0.07,0.0,6.33,5.45
588,300707,威唐工业,14.77,-0.2,-0.03,20385.0,30000701.0,1.69,14.86,14.61,14.76,14.8,0.89,1.42,-71.11,2.37,2607494618.0,2116301948.0,0.14,0.0,7.81,-3.72
589,300928,华安鑫创,35.61,-0.2,-0.07,8469.0,30149405.0,1.65,35.94,35.35,35.52,35.68,1.15,1.6,-32.16,2.52,2848800000.0,1887796598.0,0.03,0.06,1.8,8.27
590,300112,万讯自控,9.79,-0.2,-0.02,32778.0,31979190.0,1.02,9.81,9.71,9.81,9.81,0.95,1.38,-94.02,2.82,2841299715.0,2326518176.0,-0.1,-0.1,17.81,8.66
591,301296,新巨丰,9.52,-0.21,-0.02,16036.0,15248795.0,0.94,9.56,9.47,9.51,9.54,1.28,0.59,76.16,1.53,3998400000.0,2586388393.0,0.0,0.0,9.43,-5.65
592,300713,英可瑞,18.73,-0.21,-0.04,16596.0,31063374.5,2.29,19.0,18.57,18.77,18.77,0.69,1.91,-79.46,5.45,2972840771.0,1630319005.0,0.05,0.05,15.98,18.77
593,300891,惠云钛业,9.44,-0.21,-0.02,32371.0,30545388.0,1.37,9.51,9.38,9.49,9.46,1.36,0.97,92.04,2.93,3776074765.0,3138060565.0,0.11,0.11,5.47,15.69
594,300774,倍杰特,9.32,-0.21,-0.02,23615.0,21957070.0,1.39,9.38,9.25,9.35,9.34,0.89,1.21,58.46,2.69,3809677311.0,1816285803.0,0.11,0.22,13.11,8.62
595,300083,创世纪,8.87,-0.22,-0.02,288545.0,256390569.4,1.35,8.94,8.82,8.88,8.89,0.84,1.93,37.57,2.87,14767331164.0,13243222348.0,-0.11,-0.11,2.66,36.25
596,300755,华致酒行,17.98,-0.22,-0.04,15378.0,27581464.68,1.72,18.14,17.83,18.02,18.02,1.0,0.37,21.94,2.34,7494035232.0,7487359887.0,-0.11,0.0,-16.14,1.3
597,300131,英唐智控,8.87,-0.22,-0.02,195565.0,172960355.56,1.91,8.94,8.77,8.89,8.89,0.8,1.88,144.54,5.69,10067622832.0,9244912867.0,-0.11,0.11,24.58,9.37
598,300119,瑞普生物,21.48,-0.23,-0.05,37047.0,79357207.0,1.16,21.55,21.3,21.54,21.53,1.01,1.11,21.52,2.25,9982931085.0,7194984211.0,-0.05,-0.05,-5.83,18.81
599,300540,蜀道装备,17.22,-0.23,-0.04,13951.0,23979108.0,0.87,17.27,17.12,17.2,17.26,0.78,0.69,-1506.62,3.63,3953007874.0,3503148651.0,0.06,0.06,13.81,-1.49
600,300044,ST赛为,4.26,-0.23,-0.01,180006.0,76318965.0,1.64,4.28,4.21,4.23,4.27,1.16,2.36,-44.09,31.3,3254082911.0,3253606984.0,0.24,0.24,13.3,-29.0
601,301167,建研设计,17.49,-0.23,-0.04,17505.0,30662448.2,2.11,17.72,17.35,17.49,17.53,1.34,2.52,45.3,2.09,1958880000.0,1216085891.0,-0.11,-0.23,22.14,38.48
602,301257,普蕊斯,38.66,-0.23,-0.09,11021.0,42352225.6,1.88,38.77,38.04,38.73,38.75,0.82,1.46,102.75,2.6,3054324408.0,2911829022.0,0.05,0.0,39.16,43.93
603,300144,宋城演艺,8.52,-0.23,-0.02,108084.0,91968542.2,0.7,8.54,8.48,8.53,8.54,1.01,0.46,22.69,2.85,22344662249.0,20069091778.0,0.0,0.0,-4.59,-6.27
604,301177,迪阿股份,29.27,-0.24,-0.07,12814.0,37351987.07,1.74,29.49,28.98,29.48,29.34,1.6,0.32,141.26,1.91,11708292700.0,11708292700.0,0.14,0.21,7.26,31.02
605,300084,海默科技,8.44,-0.24,-0.02,75665.0,63985867.0,1.65,8.53,8.39,8.43,8.46,1.08,2.2,-57.95,3.34,4306492268.0,2908403609.0,0.0,0.12,19.89,56.88
606,300708,聚灿光电,12.72,-0.24,-0.03,72016.0,91375652.58,1.41,12.8,12.62,12.72,12.75,0.92,1.38,36.98,3.14,8651537841.0,6643524513.0,-0.08,-0.08,12.97,3.08
607,301059,金三江,12.35,-0.24,-0.03,17878.0,21981209.0,2.18,12.45,12.18,12.35,12.38,0.94,0.86,46.26,5.02,2854751900.0,2553202271.0,0.08,0.0,13.93,1.81
608,300839,博汇股份,12.6,-0.24,-0.03,44459.0,55580500.36,2.61,12.7,12.37,12.5,12.63,0.85,1.68,-17.84,6.2,3399191624.0,3332732697.0,-0.08,-0.16,37.55,74.76
609,300975,商络电子,12.11,-0.25,-0.03,111398.0,134567106.8,2.39,12.22,11.93,12.1,12.14,1.08,2.37,56.76,3.8,8319637864.0,5681507183.0,-0.16,-0.25,12.03,7.74
610,300803,指南针,88.9,-0.25,-0.22,187922.0,1647983902.63,3.8,89.57,86.18,88.51,89.12,1.13,3.13,97.47,24.07,54064574916.0,53396370334.0,-0.3,0.05,43.6,34.35
611,300126,锐奇股份,8.04,-0.25,-0.02,33826.0,27162783.0,1.74,8.12,7.98,8.06,8.06,0.7,1.61,1129.48,2.31,2443819104.0,1693647740.0,-0.12,-0.12,13.08,56.73
612,301331,恩威医药,36.14,-0.25,-0.09,10201.0,36744473.88,2.15,36.4,35.62,36.4,36.23,0.86,3.08,57.01,3.51,3718512796.0,1196295546.0,0.06,0.17,44.16,57.68
613,301419,阿莱德,31.89,-0.25,-0.08,20488.0,65190167.72,2.44,32.3,31.52,31.6,31.97,0.84,4.83,92.68,4.21,3826800000.0,1352773800.0,0.06,0.35,22.47,28.9
614,300970,华绿生物,15.4,-0.26,-0.04,12888.0,19852313.0,1.1,15.49,15.32,15.44,15.44,1.01,1.39,299.6,1.24,1851116960.0,1428033207.0,0.0,0.0,10.16,29.41
615,301371,敷尔佳,26.65,-0.26,-0.07,15587.0,41376943.53,1.95,26.85,26.33,26.7,26.72,1.16,2.01,37.92,2.59,13860771600.0,2066158510.0,0.0,0.19,6.77,-4.55
616,300902,国安达,22.89,-0.26,-0.06,21240.0,48450719.0,2.53,23.2,22.62,22.92,22.95,0.66,1.75,386.7,5.07,4161479116.0,2783040455.0,0.18,0.18,27.73,0.04
617,301332,德尔玛,11.32,-0.26,-0.03,26700.0,30178595.0,1.59,11.38,11.2,11.28,11.35,0.54,1.01,55.29,1.84,5224887500.0,2998639700.0,-0.09,-0.18,12.08,14.69
618,301626,苏州天脉,137.63,-0.27,-0.37,9945.0,135799547.0,3.48,138.8,134.0,137.79,138.0,0.78,3.82,73.17,10.69,15921038400.0,3582233640.0,0.05,0.06,91.37,48.02
619,301226,祥明智能,29.02,-0.27,-0.08,8976.0,25973483.0,1.51,29.18,28.74,29.06,29.1,0.65,0.83,111.04,3.52,3157376000.0,3157376000.0,-0.03,0.1,5.64,25.52
620,300720,海川智能,25.45,-0.27,-0.07,72773.0,185351134.0,5.02,25.98,24.7,25.32,25.52,2.19,4.2,170.13,8.77,4959626165.0,4410537198.0,0.04,0.16,19.43,46.18
621,301486,致尚科技,70.8,-0.27,-0.19,26930.0,191908189.0,3.07,72.48,70.3,70.86,70.99,0.88,3.72,96.57,3.7,9110614446.0,5129725854.0,0.01,0.04,18.28,49.21
622,300991,创益通,33.36,-0.27,-0.09,36894.0,121493497.82,3.59,33.77,32.57,33.28,33.45,0.94,4.1,191.56,7.47,4803840000.0,2998797120.0,-0.21,-0.06,52.61,61.47
623,300549,优德精密,21.91,-0.27,-0.06,52761.0,114166504.0,3.19,22.1,21.4,21.5,21.97,0.7,5.22,225.13,5.35,2921479400.0,2214107929.0,0.0,-0.18,16.79,34.17
624,300086,康芝药业,7.25,-0.28,-0.02,228046.0,163665881.5,2.61,7.27,7.08,7.21,7.27,0.63,5.17,-85.12,2.92,3299651980.0,3194948285.0,0.0,0.0,47.66,47.96
625,301499,维科精密,28.92,-0.28,-0.08,9422.0,27199763.99,2.03,29.25,28.66,28.8,29.0,0.91,2.73,83.24,3.16,3998330725.0,999582696.0,0.03,0.1,18.82,9.88
626,300955,嘉亨家化,20.53,-0.29,-0.06,21562.0,43992879.0,2.19,20.65,20.2,20.55,20.59,0.86,3.66,-25.97,2.33,2069424000.0,1208115381.0,0.0,0.1,14.25,32.28
627,300473,德尔股份,30.54,-0.29,-0.09,21971.0,66789794.0,1.31,30.67,30.27,30.51,30.63,1.02,1.46,50.69,2.89,4610718505.0,4582526634.0,0.03,-0.03,7.16,22.6
628,300191,潜能恒信,20.38,-0.29,-0.06,47431.0,96413678.51,1.76,20.55,20.19,20.28,20.44,0.98,2.14,341.67,6.01,6521600000.0,4507954100.0,0.15,0.2,26.98,59.22
629,300529,健帆生物,23.47,-0.3,-0.07,54633.0,128205701.0,1.83,23.71,23.28,23.6,23.54,1.28,1.07,24.82,6.71,18743265804.0,12006922974.0,0.17,0.21,12.62,-17.82
630,301281,科源制药,36.1,-0.3,-0.11,19374.0,69450567.03,2.6,36.47,35.53,36.06,36.21,0.87,2.81,42.34,2.87,3909269000.0,2485557200.0,0.11,0.14,19.81,21.51
631,301275,汉朔科技,57.03,-0.3,-0.17,8638.0,49019743.0,1.71,57.39,56.41,56.96,57.2,0.92,2.72,40.22,6.29,24089472000.0,1811315801.0,-0.02,0.04,0.19,108.52
632,300076,GQY视讯,6.68,-0.3,-0.02,54439.0,36201802.0,1.34,6.7,6.61,6.7,6.7,0.89,1.28,-73.56,3.07,2832320000.0,2832320000.0,0.15,0.0,-1.18,-5.38
633,300726,宏达电子,36.34,-0.3,-0.11,33605.0,121638123.92,2.03,36.65,35.91,36.27,36.45,0.96,1.57,68.02,3.16,14966259967.0,7792692292.0,0.14,0.22,2.66,19.15
634,300036,超图软件,16.46,-0.3,-0.05,82895.0,135620598.5,1.94,16.58,16.26,16.43,16.51,1.37,1.89,-46.57,3.11,8110938516.0,7217344209.0,0.06,0.0,15.27,-3.06
635,300303,聚飞光电,6.37,-0.31,-0.02,102021.0,64817596.2,0.94,6.39,6.33,6.37,6.39,0.9,0.77,31.9,2.49,9017407207.0,8459347171.0,0.0,0.16,8.89,-4.78
636,300678,中科信息,38.32,-0.31,-0.12,351353.0,1375133569.63,7.88,40.83,37.8,39.95,38.44,2.43,12.06,890.08,13.44,11357522748.0,11161788096.0,-0.44,-0.23,26.39,5.51
637,300504,天邑股份,16.2,-0.31,-0.05,20017.0,32291705.0,1.66,16.29,16.02,16.15,16.25,0.93,0.92,-47.17,2.04,4390598196.0,3535015462.0,-0.18,-0.12,14.41,-10.15
638,301193,家联科技,19.43,-0.31,-0.06,22760.0,44116644.0,4.41,19.88,19.02,19.5,19.49,0.81,1.69,-37.37,2.44,3730796521.0,2617772287.0,0.41,0.36,26.33,17.54
639,300346,南大光电,32.3,-0.31,-0.1,128502.0,416976157.71,2.62,32.99,32.14,32.33,32.4,1.39,1.96,58.4,6.64,22324367967.0,21206599884.0,0.06,0.16,3.23,0.72
640,300437,清水源,9.27,-0.32,-0.03,22717.0,21038292.84,1.61,9.35,9.2,9.28,9.3,0.9,1.29,-113.06,1.64,2339960385.0,1629764234.0,0.11,0.0,12.36,3.23
641,301196,唯科科技,80.75,-0.33,-0.27,24254.0,193711987.76,3.09,81.16,78.66,79.97,81.02,0.55,1.95,32.67,3.23,10114462133.0,10059614714.0,0.55,0.86,26.63,150.23
642,300652,雷迪克,60.21,-0.33,-0.2,19603.0,117595478.0,1.99,60.7,59.5,60.12,60.41,0.66,1.64,57.47,5.7,8031446340.0,7208216385.0,0.02,-0.12,-7.03,164.66
643,300207,欣旺达,21.33,-0.33,-0.07,126689.0,269919450.81,0.98,21.41,21.2,21.32,21.4,0.8,0.74,25.48,1.65,39371049360.0,36510245231.0,0.0,0.05,9.95,-3.75
644,300577,开润股份,20.84,-0.33,-0.07,6645.0,13818370.1,1.43,20.95,20.65,20.81,20.91,0.63,0.47,14.64,2.38,4997279180.0,2922015121.0,0.05,0.14,1.12,-15.49
